Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1252195407
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	AncTag	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          qDG
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 1.00 
Node reconstruction / fossilisation:
	MRCA RecNode AncTag
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	RecNode P(D)	RecNode P(G)	
3010000	-7.597379	158	3.954478	3.954478	0.138316	0.861684	0.974103	0.025897	
3011000	-7.791789	267	2.197708	2.197708	0.036114	0.963886	0.988747	0.011253	
3012000	-9.290493	31	1.447380	1.447380	0.020223	0.979777	0.990951	0.009049	
3013000	-7.834981	126	3.279356	3.279356	0.089255	0.910745	0.997353	0.002647	
3014000	-8.151509	423	5.412492	5.412492	0.176686	0.823314	0.988875	0.011125	
3015000	-8.674521	470	2.698623	2.698623	0.050605	0.949395	0.952951	0.047049	
3016000	-8.099689	163	3.541037	3.541037	0.099577	0.900423	0.975885	0.024115	
3017000	-8.620769	286	3.207080	3.207080	0.083571	0.916429	0.974817	0.025183	
3018000	-7.570032	240	3.971614	3.971614	0.100544	0.899456	0.840951	0.159049	
3019000	-8.028490	337	7.510307	7.510307	0.304282	0.695718	0.768144	0.231856	
3020000	-9.267490	247	2.036089	2.036089	0.044033	0.955967	0.984572	0.015428	
3021000	-8.020043	404	3.612830	3.612830	0.141583	0.858417	0.943284	0.056716	
3022000	-8.143249	290	2.164899	2.164899	0.038967	0.961033	0.998766	0.001234	
3023000	-8.255991	329	2.825074	2.825074	0.099223	0.900777	0.975718	0.024282	
3024000	-7.723417	421	3.046345	3.046345	0.083080	0.916920	0.987072	0.012928	
3025000	-8.717031	358	2.193061	2.193061	0.045189	0.954811	0.981371	0.018629	
3026000	-10.168038	148	1.635914	1.635914	0.074636	0.925364	0.997493	0.002507	
3027000	-7.814945	488	3.802706	3.802706	0.171865	0.828135	0.969595	0.030405	
3028000	-9.688770	186	1.228233	1.228233	0.032554	0.967446	0.996447	0.003553	
3029000	-8.566876	175	2.202977	2.202977	0.045619	0.954381	0.759716	0.240284	
3030000	-8.385501	228	2.772547	2.772547	0.076296	0.923704	0.990979	0.009021	
3031000	-8.373882	90	3.611809	3.611809	0.101741	0.898259	0.972684	0.027316	
3032000	-10.013167	200	1.028910	1.028910	0.008644	0.991356	0.997803	0.002197	
3033000	-7.280282	428	2.809173	2.809173	0.045438	0.954562	0.994395	0.005605	
3034000	-7.382986	267	3.322147	3.322147	0.075870	0.924130	0.982687	0.017313	
3035000	-8.288126	223	2.663645	2.663645	0.048454	0.951546	0.763475	0.236525	
3036000	-10.055571	308	1.010575	1.010575	0.008708	0.991292	0.997860	0.002140	
3037000	-7.949422	455	6.537678	6.537678	0.298055	0.701945	0.935668	0.064332	
3038000	-9.553759	161	1.098390	1.098390	0.017920	0.982080	0.905580	0.094420	
3039000	-9.262037	7	1.415908	1.415908	0.021868	0.978132	0.995228	0.004772	
3040000	-8.092612	105	2.803003	2.803003	0.044566	0.955434	0.939343	0.060657	
3041000	-7.611702	349	3.916430	3.916430	0.088387	0.911613	0.989905	0.010095	
3042000	-7.892649	168	7.770939	7.770939	0.356801	0.643199	0.934927	0.065073	
3043000	-7.807487	431	2.516507	2.516507	0.040883	0.959117	0.994018	0.005982	
3044000	-10.125077	132	1.000710	1.000710	0.007628	0.992372	0.999148	0.000852	
3045000	-7.383711	333	4.080336	4.080336	0.159876	0.840124	0.990308	0.009692	
3046000	-8.392895	48	1.816969	1.816969	0.021051	0.978949	0.997413	0.002587	
3047000	-8.324224	238	2.412375	2.412375	0.070097	0.929903	0.989077	0.010923	
3048000	-9.802416	367	1.227005	1.227005	0.012926	0.987074	0.993334	0.006666	
3049000	-7.907054	49	2.675461	2.675461	0.033019	0.966981	0.999045	0.000955	
3050000	-9.227208	21	1.014025	1.014025	0.015193	0.984807	0.993396	0.006604	
3051000	-7.641331	62	5.484582	5.484582	0.203908	0.796092	0.988946	0.011054	
3052000	-8.313411	471	2.305213	2.305213	0.028226	0.971774	0.985745	0.014255	
3053000	-8.541860	66	1.774574	1.774574	0.020156	0.979844	0.991523	0.008477	
3054000	-8.617189	111	2.502333	2.502333	0.053084	0.946916	0.869247	0.130753	
3055000	-8.138015	1	2.573124	2.573124	0.038963	0.961037	0.991108	0.008892	
3056000	-10.276908	340	1.314858	1.314858	0.023885	0.976115	0.895028	0.104972	
3057000	-8.778401	423	2.646247	2.646247	0.056561	0.943439	0.997386	0.002614	
3058000	-8.954584	196	1.954158	1.954158	0.029775	0.970225	0.976215	0.023785	
3059000	-7.706360	159	3.727169	3.727169	0.112962	0.887038	0.948963	0.051037	
3060000	-7.980366	124	2.125856	2.125856	0.050373	0.949627	0.989440	0.010560	
3061000	-9.120027	293	1.608487	1.608487	0.036069	0.963931	0.996423	0.003577	
3062000	-8.261358	302	2.615070	2.615070	0.040757	0.959243	0.995786	0.004214	
3063000	-8.262651	173	2.384220	2.384220	0.046638	0.953362	0.896033	0.103967	
3064000	-9.305292	346	1.642374	1.642374	0.023211	0.976789	0.827644	0.172356	
3065000	-7.950822	209	4.244639	4.244639	0.110871	0.889129	0.964957	0.035043	
3066000	-7.495012	141	4.657366	4.657366	0.059015	0.940985	0.986990	0.013010	
3067000	-8.952201	390	1.317655	1.317655	0.027794	0.972206	0.994204	0.005796	
3068000	-8.103282	208	3.631315	3.631315	0.151970	0.848030	0.961576	0.038424	
3069000	-10.120800	312	0.957444	0.957444	0.006644	0.993356	0.804360	0.195640	
3070000	-7.646744	368	3.973618	3.973618	0.087108	0.912892	0.967279	0.032721	
3071000	-9.937292	338	1.112883	1.112883	0.007639	0.992361	0.989525	0.010475	
3072000	-8.214335	338	2.964392	2.964392	0.050330	0.949670	0.971946	0.028054	
3073000	-8.145095	244	3.520625	3.520625	0.086033	0.913967	0.870210	0.129790	
3074000	-8.238500	83	3.341095	3.341095	0.157512	0.842488	0.735723	0.264277	
3075000	-8.218617	82	1.523708	1.523708	0.025623	0.974377	0.868390	0.131610	
3076000	-7.967215	421	2.470425	2.470425	0.057302	0.942698	0.989722	0.010278	
3077000	-8.319536	298	4.417245	4.417245	0.165101	0.834899	0.966570	0.033430	
3078000	-7.987094	386	3.811318	3.811318	0.070007	0.929993	0.946231	0.053769	
3079000	-8.018470	88	3.474359	3.474359	0.090514	0.909486	0.956455	0.043545	
3080000	-8.195073	475	2.864112	2.864112	0.054670	0.945330	0.987942	0.012058	
3081000	-11.342231	116	0.802687	0.802687	0.007303	0.992697	0.990937	0.009063	
3082000	-8.551947	262	2.121759	2.121759	0.050560	0.949440	0.999283	0.000717	
3083000	-8.138360	143	3.670319	3.670319	0.171421	0.828579	0.954049	0.045951	
3084000	-7.361555	428	2.630400	2.630400	0.040171	0.959829	0.994797	0.005203	
3085000	-9.415766	488	1.273563	1.273563	0.027178	0.972822	0.990409	0.009591	
3086000	-7.834400	225	2.757105	2.757105	0.103546	0.896454	0.985817	0.014183	
3087000	-9.850147	311	1.661935	1.661935	0.037055	0.962945	0.633806	0.366194	
3088000	-8.026987	359	3.255665	3.255665	0.197337	0.802663	0.945123	0.054877	
3089000	-8.170585	281	2.077551	2.077551	0.021539	0.978461	0.991071	0.008929	
3090000	-8.962815	265	1.638583	1.638583	0.026985	0.973015	0.999267	0.000733	
3091000	-10.359519	454	0.916239	0.916239	0.017081	0.982919	0.975586	0.024414	
3092000	-8.732542	493	1.471743	1.471743	0.024436	0.975564	0.986728	0.013272	
3093000	-8.483907	167	2.015490	2.015490	0.032078	0.967922	0.870248	0.129752	
3094000	-7.518632	369	4.398824	4.398824	0.133004	0.866996	0.918322	0.081678	
3095000	-8.979042	498	2.255355	2.255355	0.070799	0.929201	0.998739	0.001261	
3096000	-10.167815	153	0.894136	0.894136	0.008964	0.991036	0.989625	0.010375	
3097000	-8.922187	241	1.179568	1.179568	0.011153	0.988847	0.998055	0.001945	
3098000	-8.286994	243	1.878362	1.878362	0.061998	0.938002	0.888369	0.111631	
3099000	-10.331772	48	0.697387	0.697387	0.003119	0.996881	0.999127	0.000873	
3100000	-8.858025	351	1.796819	1.796819	0.024263	0.975737	0.989550	0.010450	
3101000	-10.247347	481	0.795599	0.795599	0.014120	0.985880	0.997745	0.002255	
3102000	-8.642719	93	1.582200	1.582200	0.019062	0.980938	0.922368	0.077632	
3103000	-9.493092	257	1.337291	1.337291	0.026977	0.973023	0.992088	0.007912	
3104000	-7.906151	77	4.579876	4.579876	0.204853	0.795147	0.860945	0.139055	
3105000	-8.375082	492	2.614312	2.614312	0.094898	0.905102	0.773499	0.226501	
3106000	-9.795138	50	1.259024	1.259024	0.018212	0.981788	0.997178	0.002822	
3107000	-10.109626	326	0.917095	0.917095	0.005043	0.994957	0.989036	0.010964	
3108000	-9.403935	96	1.164819	1.164819	0.009943	0.990057	0.996886	0.003114	
3109000	-7.912763	132	3.433259	3.433259	0.078442	0.921558	0.996371	0.003629	
3110000	-7.715021	243	2.946410	2.946410	0.129196	0.870804	0.886020	0.113980	
3111000	-9.720640	330	1.276773	1.276773	0.027887	0.972113	0.688377	0.311623	
3112000	-10.043864	43	0.737216	0.737216	0.012662	0.987338	0.996592	0.003408	
3113000	-9.598667	153	1.165396	1.165396	0.015106	0.984894	0.986457	0.013543	
3114000	-8.837661	447	1.695109	1.695109	0.013197	0.986803	0.890902	0.109098	
3115000	-7.546868	321	3.456228	3.456228	0.136368	0.863632	0.994183	0.005817	
3116000	-7.792040	107	3.757242	3.757242	0.124714	0.875286	0.862458	0.137542	
3117000	-9.185240	176	1.804089	1.804089	0.019900	0.980100	0.985069	0.014931	
3118000	-9.152136	50	1.749671	1.749671	0.033548	0.966452	0.995872	0.004128	
3119000	-8.573736	352	1.471013	1.471013	0.027201	0.972799	0.998382	0.001618	
3120000	-8.966461	277	1.836061	1.836061	0.055666	0.944334	0.822697	0.177303	
3121000	-9.750522	285	1.092584	1.092584	0.018020	0.981980	0.996024	0.003976	
3122000	-8.768694	314	1.656096	1.656096	0.028980	0.971020	0.996948	0.003052	
3123000	-9.368856	28	1.641347	1.641347	0.019509	0.980491	0.995368	0.004632	
3124000	-7.625279	101	4.140878	4.140878	0.145046	0.854954	0.983790	0.016210	
3125000	-7.311895	295	2.853509	2.853509	0.038233	0.961767	0.672456	0.327544	
3126000	-7.810315	491	2.935206	2.935206	0.078690	0.921310	0.976250	0.023750	
3127000	-7.552672	290	5.075592	5.075592	0.166982	0.833018	0.993080	0.006920	
3128000	-7.486483	30	2.895804	2.895804	0.085786	0.914214	0.996075	0.003925	
3129000	-10.185603	411	1.203143	1.203143	0.033372	0.966628	0.863699	0.136301	
3130000	-8.410919	129	2.054134	2.054134	0.028984	0.971016	0.992133	0.007867	
3131000	-7.370721	96	6.407567	6.407567	0.202639	0.797361	0.981020	0.018980	
3132000	-9.127252	268	1.572573	1.572573	0.021217	0.978783	0.984768	0.015232	
3133000	-6.992727	12	4.240200	4.240200	0.144221	0.855779	0.883909	0.116091	
3134000	-7.853435	66	2.794363	2.794363	0.047774	0.952226	0.986455	0.013545	
3135000	-8.524690	476	2.208070	2.208070	0.022737	0.977263	0.994230	0.005770	
3136000	-7.577827	1	5.032455	5.032455	0.126244	0.873756	0.981622	0.018378	
3137000	-8.131556	329	3.168035	3.168035	0.117504	0.882496	0.972637	0.027363	
3138000	-8.489250	400	1.420199	1.420199	0.007114	0.992886	0.998783	0.001217	
3139000	-8.324028	436	2.694401	2.694401	0.113485	0.886515	0.993244	0.006756	
3140000	-8.697994	437	2.451753	2.451753	0.072880	0.927120	0.971994	0.028006	
3141000	-11.927084	342	0.392184	0.392184	0.002320	0.997680	0.998117	0.001883	
3142000	-8.697103	180	2.027820	2.027820	0.027718	0.972282	0.981961	0.018039	
3143000	-7.919588	296	2.486992	2.486992	0.058013	0.941987	0.960892	0.039108	
3144000	-7.638548	218	5.067477	5.067477	0.128578	0.871422	0.953473	0.046527	
3145000	-8.958621	438	1.452658	1.452658	0.015090	0.984910	0.864167	0.135833	
3146000	-9.574419	160	1.787181	1.787181	0.026146	0.973854	0.706276	0.293724	
3147000	-7.580041	326	5.496624	5.496624	0.139708	0.860292	0.925370	0.074630	
3148000	-7.737205	342	2.779106	2.779106	0.076044	0.923956	0.985936	0.014064	
3149000	-11.395399	3	0.586357	0.586357	0.005460	0.994540	0.995617	0.004383	
3150000	-9.095867	202	2.216541	2.216541	0.097420	0.902580	0.991841	0.008159	
3151000	-10.263403	172	0.913839	0.913839	0.006984	0.993016	0.999835	0.000165	
3152000	-8.680433	228	2.144497	2.144497	0.047929	0.952071	0.993184	0.006816	
3153000	-7.329732	321	4.780306	4.780306	0.215916	0.784084	0.991087	0.008913	
3154000	-9.082715	89	1.541161	1.541161	0.030160	0.969840	0.996572	0.003428	
3155000	-7.623156	373	3.841038	3.841038	0.120833	0.879167	0.993717	0.006283	
3156000	-7.773846	367	4.551238	4.551238	0.139052	0.860948	0.973958	0.026042	
3157000	-9.432733	427	1.413282	1.413282	0.016266	0.983734	0.990612	0.009388	
3158000	-7.879936	161	3.493223	3.493223	0.134516	0.865484	0.875518	0.124482	
3159000	-8.936779	21	1.170941	1.170941	0.019509	0.980491	0.992356	0.007644	
3160000	-8.072963	319	3.151625	3.151625	0.137434	0.862566	0.995180	0.004820	
3161000	-8.359351	57	2.311386	2.311386	0.022058	0.977942	0.985289	0.014711	
3162000	-7.709875	439	4.603903	4.603903	0.141141	0.858859	0.984530	0.015470	
3163000	-7.882545	271	3.246453	3.246453	0.077715	0.922285	0.793371	0.206629	
3164000	-8.393337	364	2.883891	2.883891	0.054690	0.945310	0.780344	0.219656	
3165000	-8.843617	321	1.425794	1.425794	0.028473	0.971527	0.997978	0.002022	
3166000	-8.779819	384	1.936691	1.936691	0.034123	0.965877	0.986438	0.013562	
3167000	-7.837109	483	4.851494	4.851494	0.115069	0.884931	0.919035	0.080965	
3168000	-9.284563	149	1.666291	1.666291	0.012257	0.987743	0.990418	0.009582	
3169000	-8.295916	327	2.974991	2.974991	0.075072	0.924928	0.980672	0.019328	
3170000	-8.443827	328	1.986701	1.986701	0.031931	0.968069	0.990705	0.009295	
3171000	-7.950568	146	3.611080	3.611080	0.095695	0.904305	0.945379	0.054621	
3172000	-8.249849	224	2.644696	2.644696	0.040896	0.959104	0.997946	0.002054	
3173000	-10.794950	131	0.906009	0.906009	0.006704	0.993296	0.999567	0.000433	
3174000	-8.119459	331	3.117299	3.117299	0.157074	0.842926	0.841961	0.158039	
3175000	-8.447187	279	3.305218	3.305218	0.114390	0.885610	0.970002	0.029998	
3176000	-9.034710	302	1.679029	1.679029	0.017671	0.982329	0.997665	0.002335	
3177000	-9.262435	174	1.674093	1.674093	0.024242	0.975758	0.816601	0.183399	
3178000	-9.552947	322	0.998554	0.998554	0.010543	0.989457	0.806632	0.193368	
3179000	-7.859871	403	2.846561	2.846561	0.117061	0.882939	0.825205	0.174795	
3180000	-10.459095	223	0.866328	0.866328	0.005467	0.994533	0.775754	0.224246	
3181000	-9.296890	17	2.755475	2.755475	0.051181	0.948819	0.995333	0.004667	
3182000	-9.250337	449	1.693283	1.693283	0.021734	0.978266	0.993276	0.006724	
3183000	-7.997395	107	3.079252	3.079252	0.089665	0.910335	0.864595	0.135405	
3184000	-7.206320	135	4.058052	4.058052	0.168971	0.831029	0.986541	0.013459	
3185000	-7.940825	475	3.553949	3.553949	0.080400	0.919600	0.984903	0.015097	
3186000	-8.629739	203	1.643747	1.643747	0.025930	0.974070	0.999666	0.000334	
3187000	-7.724855	250	3.478379	3.478379	0.105127	0.894873	0.984757	0.015243	
3188000	-8.118854	312	3.076702	3.076702	0.062061	0.937939	0.796788	0.203212	
3189000	-7.610078	283	2.918131	2.918131	0.055475	0.944525	0.994509	0.005491	
3190000	-7.941443	473	5.279932	5.279932	0.155111	0.844889	0.984143	0.015857	
3191000	-8.624882	465	1.649112	1.649112	0.036394	0.963606	0.991645	0.008355	
3192000	-8.726350	266	2.091393	2.091393	0.058501	0.941499	0.907635	0.092365	
3193000	-8.098970	449	4.666271	4.666271	0.136785	0.863215	0.980944	0.019056	
3194000	-8.353925	481	2.302465	2.302465	0.099171	0.900829	0.992874	0.007126	
3195000	-8.481900	27	3.566632	3.566632	0.156168	0.843832	0.958128	0.041872	
3196000	-10.072298	137	1.070810	1.070810	0.011708	0.988292	0.785042	0.214958	
3197000	-8.067276	395	3.876449	3.876449	0.103909	0.896091	0.957175	0.042825	
3198000	-9.280810	143	1.705247	1.705247	0.058458	0.941542	0.978378	0.021622	
3199000	-7.775031	352	2.786389	2.786389	0.088819	0.911181	0.994164	0.005836	
3200000	-7.947324	484	2.179887	2.179887	0.045744	0.954256	0.989881	0.010119	
3201000	-9.593568	417	1.417015	1.417015	0.011389	0.988611	0.997547	0.002453	
3202000	-10.621438	297	0.867235	0.867235	0.015649	0.984351	0.996815	0.003185	
3203000	-8.328058	364	3.048023	3.048023	0.060216	0.939784	0.779819	0.220181	
3204000	-9.472408	48	1.018493	1.018493	0.006664	0.993336	0.998676	0.001324	
3205000	-8.615386	139	1.726088	1.726088	0.030376	0.969624	0.990122	0.009878	
3206000	-7.671105	415	4.398300	4.398300	0.151855	0.848145	0.930462	0.069538	
3207000	-9.533334	306	1.157724	1.157724	0.006652	0.993348	0.999541	0.000459	
3208000	-7.946072	266	4.681308	4.681308	0.205102	0.794898	0.891702	0.108298	
3209000	-7.893439	326	3.208543	3.208543	0.056597	0.943403	0.958924	0.041076	
3210000	-7.898598	203	2.691851	2.691851	0.064432	0.935568	0.999094	0.000906	
3211000	-7.637713	118	4.113375	4.113375	0.149574	0.850426	0.965715	0.034285	
3212000	-8.462191	488	2.174998	2.174998	0.071871	0.928129	0.983253	0.016747	
3213000	-8.194831	45	2.823626	2.823626	0.062712	0.937288	0.997201	0.002799	
3214000	-12.802903	397	0.397421	0.397421	0.001654	0.998346	0.998484	0.001516	
3215000	-8.749947	484	1.312376	1.312376	0.017264	0.982736	0.994052	0.005948	
3216000	-7.583377	431	3.084711	3.084711	0.059581	0.940419	0.992396	0.007604	
3217000	-9.483738	332	1.209600	1.209600	0.012820	0.987180	0.992238	0.007762	
3218000	-7.939523	82	1.805580	1.805580	0.035341	0.964659	0.867586	0.132414	
3219000	-7.745705	295	1.999928	1.999928	0.019227	0.980773	0.674144	0.325856	
3220000	-8.539302	30	1.399296	1.399296	0.022849	0.977151	0.998179	0.001821	
3221000	-9.642212	10	0.891950	0.891950	0.011992	0.988008	0.991213	0.008787	
3222000	-8.804969	324	3.061553	3.061553	0.155212	0.844788	0.715933	0.284067	
3223000	-8.507434	477	2.483637	2.483637	0.067822	0.932178	0.977832	0.022168	
3224000	-8.777820	33	2.023889	2.023889	0.044850	0.955150	0.912928	0.087072	
3225000	-9.776672	51	1.090064	1.090064	0.016068	0.983932	0.992872	0.007128	
3226000	-8.499993	292	2.866472	2.866472	0.054720	0.945280	0.969039	0.030961	
3227000	-7.667726	171	5.431046	5.431046	0.207583	0.792417	0.989157	0.010843	
3228000	-8.673458	333	1.432206	1.432206	0.024774	0.975226	0.996940	0.003060	
3229000	-7.613190	352	3.822272	3.822272	0.149378	0.850622	0.989011	0.010989	
3230000	-8.872263	486	2.503579	2.503579	0.043243	0.956757	0.997794	0.002206	
3231000	-7.197269	295	3.273009	3.273009	0.049516	0.950484	0.671534	0.328466	
3232000	-11.901879	429	0.518582	0.518582	0.002581	0.997419	0.997677	0.002323	
3233000	-9.548997	10	0.930550	0.930550	0.012845	0.987155	0.990822	0.009178	
3234000	-9.221493	232	1.037146	1.037146	0.008959	0.991041	0.994560	0.005440	
3235000	-9.003376	388	1.392270	1.392270	0.030716	0.969284	0.982375	0.017625	
3236000	-7.589130	281	3.707770	3.707770	0.064145	0.935855	0.983397	0.016603	
3237000	-9.412329	83	1.285162	1.285162	0.030585	0.969415	0.748343	0.251657	
3238000	-8.491314	55	2.355839	2.355839	0.040294	0.959706	0.997437	0.002563	
3239000	-7.165892	135	4.567457	4.567457	0.194297	0.805703	0.984202	0.015798	
3240000	-8.146810	313	2.248864	2.248864	0.026615	0.973385	0.999611	0.000389	
3241000	-9.131352	461	2.034297	2.034297	0.042709	0.957291	0.990869	0.009131	
3242000	-8.079480	420	2.845343	2.845343	0.058489	0.941511	0.989159	0.010841	
3243000	-8.967258	397	2.028144	2.028144	0.040499	0.959501	0.992022	0.007978	
3244000	-8.648493	21	1.364910	1.364910	0.025496	0.974504	0.991064	0.008936	
3245000	-8.247001	134	2.460227	2.460227	0.058497	0.941503	0.777177	0.222823	
3246000	-8.584004	9	2.330018	2.330018	0.047498	0.952502	0.993532	0.006468	
3247000	-9.819590	469	1.114251	1.114251	0.007045	0.992955	0.992198	0.007802	
3248000	-9.854227	159	0.915624	0.915624	0.008662	0.991338	0.958679	0.041321	
3249000	-8.080655	500	2.035762	2.035762	0.023913	0.976087	0.999529	0.000471	
3250000	-8.934128	215	1.986225	1.986225	0.050075	0.949925	0.980764	0.019236	
3251000	-9.192912	73	1.311934	1.311934	0.022638	0.977362	0.990944	0.009056	
3252000	-8.144820	419	2.978657	2.978657	0.093303	0.906697	0.985239	0.014761	
3253000	-9.687997	279	1.338155	1.338155	0.022111	0.977889	0.988119	0.011881	
3254000	-9.149922	294	1.170874	1.170874	0.016994	0.983006	0.994768	0.005232	
3255000	-8.915039	60	1.948355	1.948355	0.047438	0.952562	0.978800	0.021200	
3256000	-11.729737	103	0.471979	0.471979	0.001980	0.998020	0.995001	0.004999	
3257000	-8.939684	398	2.735660	2.735660	0.045614	0.954386	0.996961	0.003039	
3258000	-8.487606	120	2.679977	2.679977	0.115113	0.884887	0.984869	0.015131	
3259000	-9.444807	240	1.094636	1.094636	0.009055	0.990945	0.847672	0.152328	
3260000	-8.541897	329	2.270254	2.270254	0.071096	0.928904	0.980643	0.019357	
3261000	-7.065358	295	5.348713	5.348713	0.118113	0.881887	0.666118	0.333882	
3262000	-8.260198	152	4.629809	4.629809	0.156489	0.843511	0.960511	0.039489	
3263000	-7.447507	189	3.010799	3.010799	0.112631	0.887369	0.991410	0.008590	
3264000	-8.670071	400	1.301182	1.301182	0.005977	0.994023	0.998902	0.001098	
3265000	-10.486812	75	0.812943	0.812943	0.008240	0.991760	0.999755	0.000245	
3266000	-8.150158	272	3.111491	3.111491	0.097040	0.902960	0.996221	0.003779	
3267000	-8.738895	212	1.621974	1.621974	0.014572	0.985428	0.995586	0.004414	
3268000	-8.484085	42	2.231146	2.231146	0.056154	0.943846	0.976849	0.023151	
3269000	-8.282141	385	1.947622	1.947622	0.040755	0.959245	0.997106	0.002894	
3270000	-8.270243	367	2.847828	2.847828	0.063529	0.936471	0.984135	0.015865	
3271000	-10.177280	401	1.094236	1.094236	0.017763	0.982237	0.982725	0.017275	
3272000	-11.003565	251	0.966519	0.966519	0.009057	0.990943	0.989846	0.010154	
3273000	-8.500191	292	2.865967	2.865967	0.054702	0.945298	0.969044	0.030956	
3274000	-9.474342	246	1.698845	1.698845	0.043956	0.956044	0.994795	0.005205	
